id_n,restaurant_name,restaurant_yelp_price,restaurant_yelp_pricelevel,restaurant_yelp_cuisine,restaurant_main_cuisine,restaurant_address,restaurant_year_opened,restaurant_age,restaurant_yelp_av_rating,menu_year,menu_n_dishes,menu_descr_length,menu_descr_size,menu_craft_auth,menu_nat_auth,menu_avg_price,menu_min_price,menu_descr_length_abs,menu_descr_size_abs,menu_craft_auth_abs,menu_nat_auth_abs,reviewer_experience,reviewer_local,dc,michelin_rank,restaurant_star,guide_dummy,menu_year2017,best_out_dc,control_1,trend_dc,trend_boston,price_matched,priorstanding,priorstanding_vs_control1,priorstanding_vs_control2
67,Little Donkey,$$$,3,"Tapas/Small Plates, Bars, Seafood",Tapas/Small Plates,"505 Massachusetts Ave Cambridge, MA 02139",2016,2,3.872,2016,25,13.88000011,0.0,0.039999999,0.079999998,13.63,8.0,347.0,0.0,1.0,2.0,495.0,0.32,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
67,Little Donkey,$$$,3,"Tapas/Small Plates, Bars, Seafood",Tapas/Small Plates,"505 Massachusetts Ave Cambridge, MA 02139",2016,2,3.958,2017,30,13.63000011,0.0,0.029999999,0.07,14.91,12.0,409.0,0.0,1.0,2.0,495.0,0.32,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
68,Lolita Cocina & Tequila Bar Back Bay,$$,2,"Mexican, Lounges, Cocktail Bars",Mexican,"271 Dartmouth St Boston, MA 02116",2010,8,3.899,2016,45,16.76000023,0.0,0.0,0.0,,,754.0,0.0,0.0,0.0,67.0,0.335,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
68,Lolita Cocina & Tequila Bar Back Bay,$$,2,"Mexican, Lounges, Cocktail Bars",Mexican,"271 Dartmouth St Boston, MA 02116",2010,8,3.938,2017,31,14.97000027,0.029999999,0.0,0.0,,,464.0,1.0,0.0,0.0,67.0,0.335,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
69,Lord Hobo,$$,2,"Bars, American (Traditional), Breakfast & Brunch",Bars,"92 Hampshire St Cambridge, MA 02139",2009,9,3.488,2016,33,6.639999866,0.029999999,0.090000004,0.029999999,23.71,17.0,219.0,1.0,3.0,1.0,161.0,0.903,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
69,Lord Hobo,$$,2,"Bars, American (Traditional), Breakfast & Brunch",Bars,"92 Hampshire St Cambridge, MA 02139",2009,9,3.511,2017,33,7.300000191,0.029999999,0.090000004,0.029999999,23.71,17.0,241.0,1.0,3.0,1.0,161.0,0.903,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
70,Mamaleh??s Delicatessen,$$,2,"Delis, Bagels",Delis,"15 Hampshire St One Kendall Square Cambridge, MA 02139",2016,2,3.892,2016,44,8.909999847,0.050000001,0.0,0.0,15.14,9.0,392.0,2.0,0.0,0.0,95.0,0.273,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
70,Mamaleh??s Delicatessen,$$,2,"Delis, Bagels",Delis,"15 Hampshire St One Kendall Square Cambridge, MA 02139",2016,2,3.751,2017,77,10.34000015,0.100000001,0.01,0.01,16.75,13.0,796.0,8.0,1.0,1.0,95.0,0.273,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
71,Mamma Maria,$$$,3,Italian,Italian,"3 N Square Boston, MA 02113",2005,13,4.063,2016,29,19.76000023,0.0,0.280000001,0.239999995,32.21,27.0,573.0,0.0,8.0,7.0,104.0,0.12,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
71,Mamma Maria,$$$,3,Italian,Italian,"3 N Square Boston, MA 02113",2005,13,4.056,2017,28,18.11000061,0.0,0.289999992,0.25,32.21,27.0,507.0,0.0,8.0,7.0,104.0,0.12,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
72,Masa,$$,2,"Latin American, Breakfast & Brunch, Tapas/Small Plates",Tapas Bars,"439 Tremont St Boston, MA 02116",2005,13,3.596,2016,24,10.78999996,0.0,0.039999999,0.079999998,24.11,20.0,259.0,0.0,1.0,2.0,126.0,0.606,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
72,Masa,$$,2,"Latin American, Breakfast & Brunch, Tapas/Small Plates",Tapas Bars,"439 Tremont St Boston, MA 02116",2005,13,3.608,2017,24,10.32999992,0.0,0.039999999,0.079999998,24.11,20.0,248.0,0.0,1.0,2.0,126.0,0.606,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
73,Menton,$$$$,4,"French, Italian, Wine Bars",French,"354 Congress St Boston, MA 02210",2010,8,4.326,2016,53,6.829999924,0.0,0.02,0.059999999,24.53,19.0,362.0,0.0,1.0,3.0,238.0,0.638,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
73,Menton,$$$$,4,"French, Italian, Wine Bars",French,"354 Congress St Boston, MA 02210",2010,8,4.221,2017,17,14.40999985,0.0,0.059999999,0.119999997,21.3,14.0,245.0,0.0,1.0,2.0,238.0,0.638,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
74,Mi Pueblito Restaurant,$$,2,"Mexican, Salvadoran, Seafood",Mexican,"333 Border St Boston, MA 02128",2006,12,4.417,2016,36,7.440000057,0.0,0.0,0.0,14.0,11.0,268.0,0.0,0.0,0.0,103.0,1.158,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
74,Mi Pueblito Restaurant,$$,2,"Mexican, Salvadoran, Seafood",Mexican,"333 Border St Boston, MA 02128",2006,12,4.368,2017,36,7.440000057,0.0,0.0,0.0,14.0,11.0,268.0,0.0,0.0,0.0,103.0,1.158,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
75,Night Market,$$,2,Asian Fusion,Asian Fusion,"75 Winthrop St Cambridge, MA 02138",2014,4,3.783,2016,41,16.21999931,0.050000001,0.02,0.02,13.25,12.0,665.0,2.0,1.0,1.0,112.0,0.128,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
75,Night Market,$$,2,Asian Fusion,Asian Fusion,"75 Winthrop St Cambridge, MA 02138",2014,4,3.664,2017,41,16.55999947,0.050000001,0.02,0.02,13.25,12.0,679.0,2.0,1.0,1.0,112.0,0.128,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
76,O Ya,$$$$,4,Japanese,Japanese,"9 East St Pl Boston, MA 02111",2007,11,4.443,2016,93,13.25,0.01,0.079999998,0.059999999,21.0,12.0,1232.0,1.0,7.0,6.0,99.0,0.462,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
76,O Ya,$$$$,4,Japanese,Japanese,"9 East St Pl Boston, MA 02111",2007,11,4.441,2017,93,13.25,0.01,0.079999998,0.059999999,21.0,12.0,1232.0,1.0,7.0,6.0,99.0,0.462,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
77,Oishii Boston,$$$$,4,"Sushi Bars, Japanese",Sushi Bars,"1166 Washington St Boston, MA 02118",2006,12,3.849,2016,71,17.04000092,0.059999999,0.07,0.039999999,,,1210.0,4.0,5.0,3.0,106.0,0.262,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
77,Oishii Boston,$$$$,4,"Sushi Bars, Japanese",Sushi Bars,"1166 Washington St Boston, MA 02118",2006,12,3.836,2017,83,9.109999657,0.079999998,0.039999999,0.039999999,,,756.0,7.0,3.0,3.0,106.0,0.262,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
82,Piattini,$$,2,"Italian, Bars, Salad",Italian,"226 Newbury St Boston, MA 02116",2005,13,3.899,2016,41,10.68000031,0.0,0.100000001,0.050000001,,,438.0,0.0,4.0,2.0,133.0,0.208,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
82,Piattini,$$,2,"Italian, Bars, Salad",Italian,"226 Newbury St Boston, MA 02116",2005,13,3.908,2017,49,10.52999973,0.02,0.059999999,0.140000001,,,516.0,1.0,3.0,7.0,133.0,0.208,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
83,Pon Thai Bistro,$$,2,Thai,Thai,"213 Washington St Brookline, MA 02445",2014,4,4.026,2016,39,13.89999962,0.0,0.029999999,0.0,12.44,11.0,542.0,0.0,1.0,0.0,19.0,1.294,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
83,Pon Thai Bistro,$$,2,Thai,Thai,"213 Washington St Brookline, MA 02445",2014,4,4.057,2017,36,13.35999966,0.0,0.029999999,0.0,16.29,14.0,481.0,0.0,1.0,0.0,19.0,1.294,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
84,Porter Cafe,$$,2,"Bars, Burgers, Gastropubs",Bars,"1723 Centre St West Roxbury, MA 02132",2011,7,4.522,2016,54,8.960000038,0.0,0.0,0.0,15.92,13.5,484.0,0.0,0.0,0.0,60.0,0.333,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
84,Porter Cafe,$$,2,"Bars, Burgers, Gastropubs",Bars,"1723 Centre St West Roxbury, MA 02132",2011,7,4.458,2017,37,9.569999695,0.0,0.0,0.0,17.56,13.5,354.0,0.0,0.0,0.0,60.0,0.333,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
85,Red Lantern,$$$,3,"Asian Fusion, Sushi Bars, Cocktail Bars",Asian Fusion,"39 Stanhope St Boston, MA 02116",2011,7,3.561,2016,103,10.93999958,0.039999999,0.02,0.01,35.13,24.0,1127.0,4.0,2.0,1.0,102.0,0.311,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
85,Red Lantern,$$$,3,"Asian Fusion, Sushi Bars, Cocktail Bars",Asian Fusion,"39 Stanhope St Boston, MA 02116",2011,7,3.555,2017,86,8.289999962,0.050000001,0.01,0.0,34.38,26.0,713.0,4.0,1.0,0.0,102.0,0.311,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
86,Rowes Wharf Sea Grille,$$$,3,"Seafood, Breakfast & Brunch, Cocktail Bars",American (New),"70 Rowes Wharf Boston, MA 02110",2007,11,3.336,2016,43,12.77000046,0.050000001,0.090000004,0.07,31.5,24.0,549.0,2.0,4.0,3.0,103.0,0.167,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
86,Rowes Wharf Sea Grille,$$$,3,"Seafood, Breakfast & Brunch, Cocktail Bars",Seafood,"70 Rowes Wharf Boston, MA 02110",2007,11,3.288,2017,42,12.68999958,0.050000001,0.050000001,0.140000001,31.75,24.0,533.0,2.0,2.0,6.0,103.0,0.167,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
87,Rox Diner,$$,2,"Diners, Breakfast & Brunch, Sandwiches",Diners,"1881 Center St West Roxbury, MA 02132",2007,11,4.042,2016,35,34.88999939,0.029999999,0.0,0.059999999,10.0,8.0,1221.0,1.0,0.0,2.0,71.0,1.167,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
87,Rox Diner,$$,2,"Diners, Breakfast & Brunch, Sandwiches",Diners,"1881 Center St West Roxbury, MA 02132",2007,11,4.038,2017,28,9.359999657,0.0,0.0,0.07,15.0,11.99,262.0,0.0,0.0,2.0,71.0,1.167,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
88,Shanti Restaurant- Cambridge,$$,2,Indian,Indian,"7 Broad Canal Way Cambridge, MA 02142",2016,2,3.459,2016,138,10.56999969,0.01,0.039999999,0.0,16.95,15.95,1459.0,1.0,6.0,0.0,107.0,0.233,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
88,Shanti Restaurant- Cambridge,$$,2,Indian,Indian,"7 Broad Canal Way Cambridge, MA 02142",2016,2,3.455,2017,84,13.63000011,0.02,0.100000001,0.0,16.95,15.95,1145.0,2.0,8.0,0.0,107.0,0.233,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
89,Shepard,$$$,3,American (New),American (New),"1 Shepard St Cambridge, MA 02138",2015,3,3.482,2016,19,3.470000029,0.050000001,0.209999993,0.0,28.2,25.0,66.0,1.0,4.0,0.0,101.0,0.457,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
89,Shepard,$$$,3,American (New),American (New),"1 Shepard St Cambridge, MA 02138",2015,3,3.568,2017,21,3.569999933,0.050000001,0.189999998,0.0,28.2,25.0,75.0,1.0,4.0,0.0,101.0,0.457,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
91,Strip By Strega,$$$$,4,"American (Traditional), Steakhouses, Cocktail Bars",American (Traditional),"64 Arlington St Boston, MA 02116",2015,3,3.764,2016,54,8.829999924,0.02,0.0,0.039999999,34.88,24.0,477.0,1.0,0.0,2.0,93.0,0.438,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
91,Strip By Strega,$$$$,4,"American (Traditional), Steakhouses, Cocktail Bars",American (Traditional),"64 Arlington St Boston, MA 02116",2015,3,3.788,2017,62,12.89999962,0.029999999,0.079999998,0.029999999,34.88,24.0,800.0,2.0,5.0,2.0,93.0,0.438,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
92,Tango Restaurant,$$$,3,"Latin American, Steakhouses",Latin American,"464 Massachusetts Ave Arlington, MA 02474",2005,13,3.761,2016,39,13.10000038,0.100000001,0.050000001,0.0,28.25,22.0,511.0,4.0,2.0,0.0,66.0,0.217,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
92,Tango Restaurant,$$$,3,"Latin American, Steakhouses",Latin American,"464 Massachusetts Ave Arlington, MA 02474",2005,13,3.765,2017,39,13.31000042,0.100000001,0.050000001,0.0,28.25,22.0,519.0,4.0,2.0,0.0,66.0,0.217,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
93,Taqueria El Carrizal,$$,2,"Latin American, Mexican",Latin American,"254 Brighton Ave Allston, MA 02134",2008,10,3.987,2016,70,10.06000042,0.029999999,0.0,0.0,17.14,12.0,704.0,2.0,0.0,0.0,82.0,0.231,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
93,Taqueria El Carrizal,$$,2,"Latin American, Mexican",Latin American,"254 Brighton Ave Allston, MA 02134",2008,10,3.907,2017,70,10.06000042,0.029999999,0.0,0.0,17.14,12.0,704.0,2.0,0.0,0.0,82.0,0.231,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
94,Temple Bar,$$,2,"American (New), Bars",American (New),"1688 Massachusetts Ave Cambridge, MA 02138",2005,13,3.695,2016,34,5.150000095,0.029999999,0.0,0.090000004,23.0,18.0,175.0,1.0,0.0,3.0,93.0,0.1,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
94,Temple Bar,$$,2,"American (New), Bars",American (New),"1688 Massachusetts Ave Cambridge, MA 02138",2005,13,3.689,2017,35,7.0,0.029999999,0.0,0.090000004,23.0,18.0,245.0,1.0,0.0,3.0,93.0,0.1,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
95,The Abbey,$$,2,"American (New), Cocktail Bars, Pubs",American (New),"1755 Massachusetts Ave Cambridge, MA 02140",2014,4,3.933,2016,29,9.859999657,0.029999999,0.029999999,0.029999999,20.5,13.0,286.0,1.0,1.0,1.0,63.0,0.545,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
95,The Abbey,$$,2,"American (New), Cocktail Bars, Pubs",American (New),"1755 Massachusetts Ave Cambridge, MA 02140",2014,4,3.899,2017,33,7.579999924,0.029999999,0.150000006,0.029999999,21.09,14.0,250.0,1.0,5.0,1.0,63.0,0.545,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
96,The Blue Room,$$$,3,Mediterranean,Mediterranean,"1 Kendall Sq Ste 200 Hampshire and Portland Cambridge, MA 02139",2004,14,3.648,2016,19,6.630000114,0.0,0.0,0.109999999,26.83,19.0,126.0,0.0,0.0,2.0,149.0,0.0,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
96,The Blue Room,$$$,3,Mediterranean,Steakhouses,"1 Kendall Sq Ste 200 Hampshire and Portland Cambridge, MA 02139",2005,13,3.0,2017,19,6.630000114,0.0,0.0,0.109999999,26.83,19.0,126.0,0.0,0.0,2.0,149.0,0.0,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
98,The Capital Grille,$$$$,4,"Steakhouses, Seafood, Wine Bars",Steakhouses,"900 Boylston St Boston, MA 02115",2005,13,4.366,2016,47,10.27999973,0.039999999,0.059999999,0.039999999,44.67,29.0,483.0,2.0,3.0,2.0,66.0,0.289,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
98,The Capital Grille,$$$$,4,"Steakhouses, Seafood, Wine Bars",Steakhouses,"900 Boylston St Boston, MA 02115",2005,13,4.373,2017,47,11.21000004,0.039999999,0.059999999,0.090000004,46.91,32.0,527.0,2.0,3.0,4.0,66.0,0.289,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
99,The Hourly Oyster House,$$,2,"Seafood, Bars",Seafood,"15 Dunster St Cambridge, MA 02138",2016,2,3.976,2016,34,6.409999847,0.0,0.090000004,0.029999999,24.5,18.0,218.0,0.0,3.0,1.0,43.0,0.125,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
99,The Hourly Oyster House,$$,2,"Seafood, Bars",Seafood,"15 Dunster St Cambridge, MA 02138",2016,2,4.101,2017,27,6.929999828,0.039999999,0.039999999,0.0,24.2,18.0,187.0,1.0,1.0,0.0,43.0,0.125,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
100,The Salty Pig,$$,2,"American (New), Italian, Pizza",American (New),"130 Dartmouth St Boston, MA 02116",2011,7,4.037,2016,46,10.76000023,0.0,0.02,0.07,20.67,20.0,495.0,0.0,1.0,3.0,110.0,0.327,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
100,The Salty Pig,$$,2,"American (New), Italian, Pizza",American (New),"130 Dartmouth St Boston, MA 02116",2011,7,4.04,2017,49,8.390000343,0.039999999,0.0,0.079999998,21.0,21.0,411.0,2.0,0.0,4.0,110.0,0.327,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
101,Tikki Masala,$$,2,Indian,Indian,"3706 Washington St Jamaica Plain, MA 02130",2014,4,4.156,2016,125,15.97999954,0.0,0.25,0.0,13.99,12.49,1998.0,0.0,31.0,0.0,49.0,1.818,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
101,Tikki Masala,$$,2,Indian,Indian,"3706 Washington St Jamaica Plain, MA 02130",2014,4,4.121,2017,120,13.56000042,0.0,0.200000003,0.0,13.32,12.99,1627.0,0.0,24.0,0.0,49.0,1.818,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
102,Tupelo,$$,2,"Southern, Cajun/Creole, Desserts",Southern,"1193 Cambridge St Cambridge, MA 02139",2009,9,4.015,2016,19,8.890000343,0.0,0.109999999,0.050000001,,,169.0,0.0,2.0,1.0,114.0,0.183,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
102,Tupelo,$$,2,"Southern, Cajun/Creole, Desserts",Southern,"1193 Cambridge St Cambridge, MA 02139",2009,9,4.012,2017,23,10.17000008,0.039999999,0.039999999,0.090000004,,,234.0,1.0,1.0,2.0,114.0,0.183,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
103,Viale,$$$,3,"Italian, Bars, Tapas/Small Plates",Italian,"502 Massachusetts Ave Cambridge, MA 02139",2014,4,3.948,2016,16,15.56000042,0.0,0.059999999,0.379999995,20.38,15.0,249.0,0.0,1.0,6.0,78.0,0.227,0,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
103,Viale,$$$,3,"Italian, Bars, Tapas/Small Plates",Italian,"502 Massachusetts Ave Cambridge, MA 02139",2014,4,3.913,2017,16,15.81000042,0.0,0.059999999,0.379999995,20.38,15.0,253.0,0.0,1.0,6.0,78.0,0.227,0,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
104,Woori,$$,2,Korean,Korean,"9 Medford St Arlington, MA 02474",2014,4,3.984,2016,91,6.21999979,0.0,0.0,0.0,17.93,16.0,566.0,0.0,0.0,0.0,38.0,0.913,0,2,0.0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
104,Woori,$$,2,Korean,Korean,"9 Medford St Arlington, MA 02474",2014,4,4.104,2017,77,6.400000095,0.0,0.0,0.0,17.93,16.0,493.0,0.0,0.0,0.0,38.0,0.913,0,2,0.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
105,1789 Restaurant,$$$$,4,"American (Traditional), American (New), Ice Cream & Frozen Yogurt",American (Traditional),1226 36th St NW,2005,13,4.196,2016,22,13.68000031,0.050000001,0.140000001,0.140000001,38.44,28.0,301.0,1.0,3.0,3.0,176.0,0.239,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105,1789 Restaurant,$$$$,4,"American (Traditional), American (New), Ice Cream & Frozen Yogurt",American (Traditional),1226 36th St NW,2005,13,4.196,2017,17,19.23999977,0.059999999,0.239999995,0.469999999,40.11,30.0,327.0,1.0,4.0,8.0,176.0,0.239,1,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
106,2 Amys Neapolitan Pizzeria,$$,2,"Pizza, Italian",Pizza,3715 Macomb St NW,2005,13,3.75,2016,26,9.960000038,0.0,0.039999999,0.0,,,259.0,0.0,1.0,0.0,110.0,0.331,1,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
106,2 Amys Neapolitan Pizzeria,$$,2,"Pizza, Italian",Pizza,3715 Macomb St NW,2005,13,3.75,2017,49,6.860000134,0.0,0.0,0.0,,,336.0,0.0,0.0,0.0,110.0,0.331,1,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
107,Acadiana,$$$,2,"Cajun/Creole, Cocktail Bars, American (New)",Cajun/Creole,901 New York Ave NW,2006,12,4.25,2016,42,9.260000229,0.0,0.02,0.050000001,27.54,22.0,389.0,0.0,1.0,2.0,102.0,0.179,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
107,Acadiana,$$$,3,"Cajun/Creole, Cocktail Bars, American (New)",Cajun/Creole,901 New York Ave NW,2006,12,4.25,2017,38,14.39000034,0.0,0.050000001,0.050000001,27.86,25.0,547.0,0.0,2.0,2.0,102.0,0.179,1,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108,Al Tiramisu,$$$,3,Italian,Italian,2014 P St NW,2006,12,3.961,2016,17,19.59000015,0.0,0.119999997,0.119999997,26.0,20.0,333.0,0.0,2.0,2.0,39.0,0.233,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108,Al Tiramisu,$$$,3,Italian,Italian,2014 P St NW,2006,12,3.961,2017,19,15.57999992,0.050000001,0.0,0.109999999,26.83,22.0,296.0,1.0,0.0,2.0,39.0,0.233,1,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,Ambar,$$,2,Modern European,Modern European,523 8th St SE,2013,5,4.288,2016,60,9.899999619,0.0,0.02,0.050000001,9.5,8.0,594.0,0.0,1.0,3.0,81.0,0.276,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,Ambar,$$,2,Modern European,Modern European,523 8th St SE,2013,5,4.288,2017,63,10.69999981,0.029999999,0.02,0.029999999,9.6,8.0,674.0,2.0,1.0,2.0,81.0,0.276,1,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110,ANXO Cidery & Pintxos Bar,$$,2,"Basque, Cideries, Tapas/Small Plates","Basque, Cideries",300 Florida Ave NW,2016,2,3.528,2016,28,6.429999828,0.0,0.140000001,0.039999999,,,180.0,0.0,4.0,1.0,106.0,0.6,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110,ANXO Cidery & Pintxos Bar,$$,2,"Basque, Cideries, Tapas/Small Plates","Basque, Cideries",300 Florida Ave NW,2016,2,3.528,2017,30,8.399999619,0.0,0.170000002,0.0,,,252.0,0.0,5.0,0.0,106.0,0.6,1,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
112,Bidwell,$$,2,"Bars, American (New), Breakfast & Brunch",Bars,1309 5th St NE,2014,4,3.75,2016,39,6.769999981,0.0,0.129999995,0.129999995,21.5,14.0,264.0,0.0,5.0,5.0,138.0,0.469,1,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
112,Bidwell,$$,2,"Bars, American (New), Breakfast & Brunch",Bars,1309 5th St NE,2014,4,3.75,2017,39,10.40999985,0.0,0.100000001,0.129999995,21.63,14.0,406.0,0.0,4.0,5.0,138.0,0.469,1,3,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
113,BlackSalt,$$$,3,Seafood,Seafood,,2006,12,4.076,2016,20,15.89999962,0.0,0.050000001,0.200000003,36.33,34.0,318.0,0.0,1.0,4.0,,,1,2,0.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
113,BlackSalt,$$$,3,Seafood,Seafood,,2006,12,4.076,2017,15,19.60000038,0.0,0.129999995,0.270000011,37.2,36.0,294.0,0.0,2.0,4.0,,,1,2,0.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
114,Blue Duck Tavern,$$$,3,"American (Traditional), American (New)",American (Traditional),1201 24th St NW,2006,12,4.204,2016,31,14.28999996,0.100000001,0.029999999,0.230000004,27.71,18.0,443.0,3.0,1.0,7.0,90.0,0.202,1,4,1.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
114,Blue Duck Tavern,$$$,3,"American (Traditional), American (New)",American (Traditional),1201 24th St NW,2006,12,4.204,2017,23,16.73999977,0.090000004,0.25999999,0.300000012,34.38,25.0,385.0,2.0,6.0,7.0,90.0,0.202,1,4,1.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
116,Boqueria,$$$,3,"Tapas Bars, Spanish",Tapas Bars,1837 M St NW,2012,6,3.943,2016,18,11.67000008,0.0,0.280000001,0.109999999,11.22,5.0,210.0,0.0,5.0,2.0,116.0,0.257,1,3,0.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
